¿Cuánto le administró?
Yo creo que se le hizo todo.
Venía bien neto el metro.
Yo lo estoy esperando como 20 minutos al metro.
¿Un poco?
Y en cada una se va a parar.
More.
¿Usted por dónde llega?
Y hablamos a Pancho, Pancho, y estamos...
Gente, me cubres.
Uy, ¿dónde los saco?
Es que ya entrevisté a cinco, ya entrevisté a veinte, ya entrevisté a treinta.
Pues si no entrevistamos a cincuenta, ya se han montado.
Tienen la realidad en uno.
Y si no, pues acá me da mejor mi capacidad.
No voy a ir a otro.
¿Cuál es la realidad?
El que se quiera o lo que sea.
O que lo que le dices también a los clientes, va a haber una oportunidad de seguir.
Y entrevistar a una 50 carrones.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Se atiende.
Así que...
Entonces, por eso yo digo que no hay más que ver.
No es así.
Porque yo sé que ustedes, como tú, lo primero que van a hacer es decir,
50 carrones.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Se atiende.
Así que...
Entonces, por eso yo digo que no hay más que ver.
No es así.
Porque yo sé que ustedes, como tú, lo primero que van a hacer es decir,
50 carrones.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir,
50 carrones.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carrones.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carrones.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carrones.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
Y yo sé que ustedes, como tú, lo primero que van a hacer es decir, 50 carriles.
Y ninguno puede.
Necesitamos a alguien más que les diga, pero ¿qué es?
Necesitamos a alguien que nos dé una oferta más efectiva.
Para que nos diga que si hay un gano por ahí, pues se atiende.
